Voting_Preference,State_Code_FIPS,Year_of_Study,Thermometer_Liberals,Thermometer_Conservatives,Thermometer_Gays_and_Lesbians,Thermometer_Feminists
Democrat,21.0,2020,50.0,50.0,97.0,97.0
Republican,45.0,2020,40.0,85.0,50.0,50.0
Democrat,36.0,2020,85.0,40.0,50.0,60.0
Did not vote,27.0,2020,0.0,85.0,0.0,0.0
Democrat,29.0,2020,50.0,97.0,97.0,97.0
Did not vote,27.0,2020,99.0,99.0,99.0,99.0
Did not vote,37.0,2020,99.0,99.0,99.0,99.0
Democrat,40.0,2020,50.0,50.0,50.0,50.0
Did not vote,8.0,2020,70.0,15.0,90.0,85.0
Republican,37.0,2020,50.0,60.0,50.0,40.0
Republican,22.0,2020,0.0,50.0,50.0,0.0
Did not vote,39.0,2020,99.0,99.0,99.0,99.0
Did not vote,27.0,2020,99.0,99.0,99.0,99.0
Republican,42.0,2020,0.0,85.0,85.0,15.0
Major Third Party,36.0,2020,60.0,0.0,97.0,97.0
Republican,48.0,2020,50.0,50.0,40.0,40.0
Did not vote,12.0,2020,99.0,99.0,99.0,99.0
Did not vote,34.0,2020,70.0,50.0,97.0,50.0
Did not vote,31.0,2020,0.0,50.0,20.0,50.0
Democrat,37.0,2020,97.0,0.0,97.0,70.0
Democrat,24.0,2020,85.0,15.0,70.0,50.0
Democrat,6.0,2020,97.0,0.0,97.0,97.0
Did not vote,24.0,2020,0.0,15.0,50.0,15.0
Did not vote,25.0,2020,50.0,50.0,50.0,50.0
Democrat,56.0,2020,85.0,60.0,97.0,97.0
Democrat,24.0,2020,97.0,40.0,97.0,75.0
Did not vote,26.0,2020,99.0,99.0,99.0,99.0
Democrat,25.0,2020,85.0,30.0,85.0,85.0
Republican,4.0,2020,0.0,97.0,50.0,50.0
Democrat,17.0,2020,0.0,97.0,0.0,70.0
Did not vote,51.0,2020,50.0,55.0,55.0,55.0
Republican,39.0,2020,50.0,90.0,15.0,50.0
Did not vote,13.0,2020,15.0,50.0,50.0,15.0
Democrat,55.0,2020,70.0,60.0,97.0,85.0
Democrat,39.0,2020,60.0,40.0,70.0,70.0
Democrat,34.0,2020,85.0,85.0,85.0,85.0
Democrat,27.0,2020,75.0,75.0,50.0,60.0
Republican,26.0,2020,50.0,30.0,50.0,30.0
Democrat,34.0,2020,75.0,60.0,50.0,70.0
Republican,37.0,2020,0.0,97.0,50.0,0.0
Democrat,26.0,2020,40.0,30.0,97.0,97.0
Democrat,6.0,2020,75.0,60.0,85.0,80.0
Republican,22.0,2020,0.0,97.0,0.0,50.0
Did not vote,13.0,2020,50.0,50.0,30.0,40.0
Democrat,36.0,2020,15.0,60.0,85.0,70.0
Democrat,24.0,2020,85.0,40.0,97.0,97.0
Democrat,37.0,2020,97.0,60.0,97.0,97.0
Did not vote,6.0,2020,50.0,50.0,50.0,50.0
Democrat,6.0,2020,60.0,40.0,65.0,60.0
Republican,17.0,2020,30.0,85.0,60.0,30.0
Did not vote,15.0,2020,99.0,99.0,99.0,99.0
Democrat,48.0,2020,97.0,15.0,97.0,97.0
Democrat,6.0,2020,70.0,85.0,70.0,70.0
Did not vote,47.0,2020,50.0,50.0,50.0,0.0
Did not vote,37.0,2020,50.0,50.0,50.0,50.0
Did not vote,48.0,2020,0.0,97.0,0.0,0.0
Did not vote,36.0,2020,50.0,0.0,70.0,7.0
Did not vote,48.0,2020,70.0,30.0,85.0,70.0
Did not vote,36.0,2020,50.0,50.0,50.0,50.0
Major Third Party,6.0,2020,60.0,50.0,60.0,60.0
Republican,37.0,2020,40.0,50.0,30.0,30.0
Democrat,27.0,2020,85.0,30.0,60.0,99.0
Did not vote,8.0,2020,70.0,20.0,97.0,60.0
Did not vote,18.0,2020,50.0,50.0,50.0,15.0
Republican,39.0,2020,50.0,50.0,40.0,70.0
Did not vote,55.0,2020,99.0,99.0,99.0,99.0
Democrat,48.0,2020,85.0,85.0,97.0,97.0
Democrat,9.0,2020,85.0,40.0,70.0,85.0
Republican,36.0,2020,15.0,60.0,50.0,50.0
Major Third Party,36.0,2020,50.0,20.0,50.0,40.0
Did not vote,40.0,2020,99.0,99.0,99.0,99.0
Did not vote,37.0,2020,99.0,99.0,99.0,99.0
Did not vote,49.0,2020,99.0,99.0,99.0,99.0
Democrat,8.0,2020,85.0,30.0,50.0,50.0
Republican,48.0,2020,15.0,60.0,97.0,40.0
Did not vote,6.0,2020,0.0,70.0,50.0,40.0
Republican,27.0,2020,70.0,85.0,50.0,40.0
Democrat,6.0,2020,85.0,0.0,85.0,97.0
Democrat,6.0,2020,60.0,50.0,50.0,30.0
Democrat,47.0,2020,60.0,70.0,60.0,70.0
Republican,42.0,2020,50.0,97.0,85.0,70.0
Republican,27.0,2020,50.0,70.0,97.0,40.0
Republican,28.0,2020,15.0,70.0,60.0,30.0
Democrat,37.0,2020,85.0,70.0,85.0,97.0
Republican,12.0,2020,0.0,97.0,0.0,50.0
Did not vote,21.0,2020,50.0,50.0,50.0,20.0
Democrat,9.0,2020,70.0,70.0,85.0,85.0
Did not vote,34.0,2020,99.0,99.0,99.0,99.0
Democrat,22.0,2020,85.0,60.0,97.0,85.0
Democrat,48.0,2020,55.0,10.0,50.0,50.0
Did not vote,6.0,2020,97.0,50.0,97.0,85.0
Republican,12.0,2020,60.0,85.0,70.0,70.0
Republican,45.0,2020,0.0,85.0,50.0,97.0
Republican,29.0,2020,15.0,85.0,50.0,30.0
Did not vote,36.0,2020,50.0,50.0,70.0,85.0
Republican,8.0,2020,40.0,60.0,70.0,60.0
Did not vote,30.0,2020,99.0,99.0,99.0,99.0
Did not vote,28.0,2020,99.0,99.0,99.0,99.0
Did not vote,6.0,2020,50.0,60.0,50.0,50.0
Republican,12.0,2020,0.0,97.0,97.0,10.0
Did not vote,48.0,2020,99.0,99.0,99.0,99.0
Democrat,39.0,2020,85.0,30.0,80.0,85.0
Republican,29.0,2020,15.0,85.0,70.0,50.0
Republican,12.0,2020,15.0,97.0,50.0,50.0
Did not vote,49.0,2020,99.0,99.0,99.0,99.0
Democrat,6.0,2020,30.0,40.0,70.0,70.0
Democrat,1.0,2020,97.0,0.0,80.0,50.0
Did not vote,36.0,2020,50.0,50.0,50.0,50.0
Republican,27.0,2020,0.0,85.0,97.0,60.0
Did not vote,37.0,2020,99.0,99.0,99.0,99.0
Democrat,12.0,2020,85.0,40.0,85.0,97.0
Democrat,6.0,2020,70.0,15.0,70.0,70.0
Did not vote,19.0,2020,70.0,0.0,97.0,97.0
Did not vote,26.0,2020,99.0,99.0,99.0,99.0
Democrat,53.0,2020,97.0,0.0,97.0,70.0
Democrat,5.0,2020,97.0,10.0,65.0,15.0
Democrat,34.0,2020,50.0,50.0,97.0,97.0
Did not vote,40.0,2020,50.0,50.0,97.0,70.0
Democrat,1.0,2020,80.0,40.0,85.0,90.0
Democrat,27.0,2020,70.0,30.0,85.0,85.0
Did not vote,12.0,2020,85.0,30.0,85.0,70.0
Democrat,55.0,2020,85.0,40.0,97.0,60.0
Republican,6.0,2020,40.0,85.0,50.0,60.0
Republican,17.0,2020,30.0,70.0,50.0,50.0
Republican,4.0,2020,15.0,97.0,97.0,50.0
Democrat,49.0,2020,97.0,40.0,85.0,97.0
Democrat,15.0,2020,95.0,15.0,97.0,95.0
Democrat,42.0,2020,50.0,50.0,50.0,70.0
Did not vote,22.0,2020,99.0,99.0,99.0,99.0
Republican,42.0,2020,15.0,85.0,50.0,70.0
Republican,8.0,2020,40.0,70.0,50.0,50.0
Republican,6.0,2020,50.0,50.0,50.0,50.0
Republican,12.0,2020,60.0,80.0,60.0,60.0
Republican,33.0,2020,30.0,70.0,50.0,50.0
Did not vote,17.0,2020,99.0,99.0,99.0,99.0
Republican,25.0,2020,0.0,85.0,50.0,0.0
Democrat,6.0,2020,97.0,15.0,50.0,85.0
Republican,13.0,2020,50.0,85.0,50.0,50.0
Democrat,27.0,2020,97.0,15.0,97.0,97.0
Democrat,6.0,2020,85.0,25.0,85.0,70.0
Republican,13.0,2020,40.0,70.0,50.0,50.0
Republican,53.0,2020,0.0,97.0,50.0,50.0
Republican,27.0,2020,15.0,85.0,60.0,60.0
Republican,29.0,2020,0.0,97.0,0.0,0.0
Democrat,12.0,2020,70.0,30.0,97.0,85.0
Democrat,6.0,2020,75.0,15.0,95.0,30.0
Democrat,24.0,2020,70.0,70.0,85.0,85.0
Republican,31.0,2020,16.0,97.0,86.0,60.0
Republican,16.0,2020,25.0,75.0,90.0,25.0
Democrat,6.0,2020,40.0,70.0,50.0,50.0
Democrat,25.0,2020,60.0,25.0,85.0,80.0
Republican,48.0,2020,15.0,85.0,50.0,60.0
Republican,8.0,2020,25.0,90.0,85.0,30.0
Did not vote,48.0,2020,0.0,70.0,0.0,0.0
Democrat,18.0,2020,60.0,60.0,60.0,70.0
Democrat,6.0,2020,70.0,99.0,85.0,97.0
Republican,6.0,2020,30.0,85.0,85.0,50.0
Republican,18.0,2020,40.0,70.0,85.0,40.0
Republican,48.0,2020,40.0,70.0,50.0,50.0
Republican,28.0,2020,0.0,60.0,0.0,60.0
Democrat,18.0,2020,85.0,40.0,85.0,85.0
Major Third Party,39.0,2020,50.0,97.0,97.0,70.0
Democrat,53.0,2020,80.0,0.0,97.0,97.0
Republican,29.0,2020,30.0,85.0,70.0,60.0
Did not vote,8.0,2020,99.0,99.0,99.0,99.0
Democrat,26.0,2020,40.0,50.0,50.0,40.0
Did not vote,31.0,2020,10.0,85.0,97.0,80.0
Democrat,24.0,2020,50.0,60.0,99.0,85.0
Democrat,15.0,2020,80.0,0.0,97.0,75.0
Republican,40.0,2020,0.0,85.0,50.0,15.0
Democrat,26.0,2020,7.0,0.0,10.0,8.0
Republican,53.0,2020,30.0,85.0,97.0,40.0
Democrat,12.0,2020,85.0,85.0,85.0,85.0
Democrat,1.0,2020,97.0,30.0,60.0,85.0
Democrat,9.0,2020,97.0,30.0,97.0,85.0
Democrat,42.0,2020,60.0,40.0,50.0,50.0
Republican,19.0,2020,0.0,97.0,50.0,50.0
Democrat,25.0,2020,85.0,30.0,97.0,97.0
Republican,27.0,2020,15.0,85.0,50.0,50.0
Democrat,56.0,2020,70.0,70.0,97.0,97.0
Democrat,45.0,2020,50.0,50.0,97.0,85.0
Democrat,55.0,2020,70.0,15.0,70.0,70.0
Democrat,18.0,2020,60.0,40.0,60.0,60.0
Republican,6.0,2020,60.0,85.0,97.0,85.0
Republican,20.0,2020,70.0,85.0,85.0,85.0
Democrat,18.0,2020,97.0,0.0,97.0,97.0
Democrat,13.0,2020,60.0,60.0,97.0,85.0
Did not vote,37.0,2020,50.0,50.0,50.0,50.0
Did not vote,36.0,2020,99.0,99.0,99.0,99.0
Republican,6.0,2020,0.0,97.0,50.0,50.0
Democrat,51.0,2020,85.0,40.0,97.0,97.0
Did not vote,48.0,2020,70.0,15.0,50.0,35.0
Democrat,36.0,2020,80.0,15.0,97.0,97.0
Democrat,36.0,2020,50.0,50.0,50.0,50.0
Did not vote,56.0,2020,50.0,50.0,50.0,60.0
Republican,45.0,2020,15.0,85.0,50.0,15.0
Did not vote,17.0,2020,85.0,30.0,85.0,85.0
Democrat,42.0,2020,90.0,15.0,97.0,97.0
Republican,9.0,2020,30.0,85.0,50.0,60.0
Democrat,36.0,2020,97.0,50.0,97.0,50.0
Democrat,51.0,2020,85.0,20.0,97.0,97.0
Democrat,6.0,2020,97.0,15.0,70.0,70.0
Democrat,53.0,2020,50.0,30.0,70.0,60.0
Democrat,21.0,2020,70.0,40.0,50.0,50.0
Republican,13.0,2020,40.0,70.0,97.0,50.0
Republican,41.0,2020,50.0,50.0,50.0,0.0
Democrat,53.0,2020,70.0,0.0,97.0,85.0
Democrat,31.0,2020,45.0,0.0,97.0,50.0
Democrat,41.0,2020,85.0,30.0,85.0,85.0
Republican,31.0,2020,15.0,50.0,50.0,40.0
Democrat,22.0,2020,75.0,15.0,85.0,60.0
Democrat,20.0,2020,60.0,75.0,97.0,85.0
Democrat,24.0,2020,60.0,40.0,50.0,60.0
Democrat,4.0,2020,90.0,40.0,97.0,80.0
Republican,48.0,2020,0.0,85.0,50.0,15.0
Democrat,31.0,2020,50.0,50.0,50.0,50.0
Did not vote,18.0,2020,60.0,70.0,60.0,60.0
Democrat,6.0,2020,60.0,30.0,70.0,85.0
Democrat,19.0,2020,85.0,70.0,97.0,85.0
Democrat,13.0,2020,40.0,40.0,0.0,50.0
Democrat,39.0,2020,50.0,50.0,40.0,70.0
Did not vote,37.0,2020,99.0,99.0,99.0,99.0
Democrat,4.0,2020,70.0,20.0,70.0,70.0
Democrat,48.0,2020,85.0,40.0,85.0,85.0
Republican,28.0,2020,50.0,85.0,50.0,50.0
Democrat,12.0,2020,50.0,40.0,50.0,60.0
Republican,12.0,2020,30.0,30.0,0.0,0.0
Republican,42.0,2020,10.0,90.0,80.0,20.0
Did not vote,53.0,2020,15.0,70.0,50.0,60.0
Democrat,21.0,2020,85.0,0.0,97.0,60.0
Democrat,36.0,2020,99.0,99.0,97.0,99.0
Republican,53.0,2020,0.0,85.0,50.0,30.0
Republican,40.0,2020,30.0,85.0,70.0,60.0
Did not vote,42.0,2020,99.0,99.0,99.0,99.0
Democrat,18.0,2020,50.0,50.0,50.0,40.0
Democrat,55.0,2020,85.0,60.0,50.0,85.0
Republican,36.0,2020,50.0,85.0,50.0,50.0
Democrat,48.0,2020,97.0,15.0,97.0,97.0
Did not vote,48.0,2020,50.0,50.0,54.0,63.0
Did not vote,39.0,2020,60.0,15.0,70.0,80.0
Republican,12.0,2020,15.0,70.0,50.0,15.0
Democrat,25.0,2020,97.0,70.0,97.0,97.0
Did not vote,6.0,2020,99.0,99.0,99.0,99.0
Democrat,37.0,2020,85.0,0.0,85.0,85.0
Democrat,25.0,2020,80.0,30.0,97.0,85.0
Republican,12.0,2020,40.0,40.0,97.0,60.0
Republican,18.0,2020,0.0,85.0,40.0,30.0
Did not vote,36.0,2020,99.0,99.0,99.0,99.0
Republican,12.0,2020,60.0,85.0,85.0,85.0
Democrat,8.0,2020,65.0,30.0,85.0,75.0
Republican,39.0,2020,0.0,97.0,97.0,30.0
Republican,42.0,2020,0.0,97.0,0.0,50.0
Did not vote,36.0,2020,30.0,40.0,50.0,30.0
Did not vote,22.0,2020,50.0,15.0,85.0,0.0
Democrat,6.0,2020,97.0,50.0,97.0,97.0
Republican,42.0,2020,15.0,70.0,97.0,15.0
Did not vote,26.0,2020,99.0,99.0,99.0,99.0
Major Third Party,6.0,2020,0.0,15.0,97.0,70.0
Democrat,12.0,2020,99.0,99.0,99.0,99.0
Republican,4.0,2020,50.0,97.0,50.0,50.0
Democrat,18.0,2020,60.0,50.0,70.0,60.0
Did not vote,39.0,2020,50.0,50.0,50.0,50.0
Republican,47.0,2020,30.0,97.0,0.0,15.0
Did not vote,36.0,2020,99.0,99.0,99.0,99.0
Republican,2.0,2020,50.0,50.0,50.0,40.0
Democrat,8.0,2020,99.0,99.0,70.0,97.0
Republican,12.0,2020,30.0,85.0,50.0,85.0
Democrat,42.0,2020,75.0,40.0,90.0,85.0
Did not vote,55.0,2020,99.0,99.0,99.0,99.0
Did not vote,40.0,2020,60.0,40.0,50.0,50.0
Republican,39.0,2020,70.0,50.0,50.0,50.0
Democrat,24.0,2020,85.0,70.0,85.0,85.0
Democrat,37.0,2020,50.0,50.0,50.0,50.0
Republican,12.0,2020,30.0,85.0,50.0,60.0
Democrat,51.0,2020,85.0,50.0,60.0,70.0
Republican,48.0,2020,50.0,70.0,50.0,50.0
Democrat,34.0,2020,75.0,45.0,95.0,60.0
Did not vote,48.0,2020,99.0,99.0,99.0,99.0
Democrat,13.0,2020,85.0,85.0,85.0,0.0
Republican,29.0,2020,30.0,97.0,70.0,40.0
Republican,21.0,2020,15.0,97.0,60.0,40.0
Republican,39.0,2020,30.0,97.0,50.0,50.0
Republican,39.0,2020,50.0,70.0,50.0,85.0
Republican,22.0,2020,0.0,97.0,0.0,0.0
Did not vote,1.0,2020,50.0,50.0,97.0,50.0
Did not vote,6.0,2020,99.0,99.0,99.0,99.0
Republican,48.0,2020,48.0,95.0,90.0,35.0
Republican,35.0,2020,0.0,85.0,0.0,0.0
Did not vote,8.0,2020,97.0,35.0,0.0,10.0
Republican,55.0,2020,30.0,85.0,40.0,50.0
Did not vote,49.0,2020,3.0,40.0,50.0,30.0
Democrat,42.0,2020,60.0,15.0,85.0,85.0
Democrat,55.0,2020,80.0,30.0,97.0,95.0
Republican,25.0,2020,50.0,70.0,70.0,30.0
Democrat,42.0,2020,70.0,50.0,50.0,50.0
Democrat,48.0,2020,15.0,85.0,30.0,15.0
Democrat,37.0,2020,85.0,50.0,85.0,85.0
Democrat,18.0,2020,97.0,30.0,97.0,97.0
Democrat,36.0,2020,70.0,30.0,97.0,70.0
Did not vote,36.0,2020,50.0,50.0,70.0,70.0
Did not vote,48.0,2020,60.0,60.0,60.0,40.0
Major Third Party,18.0,2020,40.0,50.0,85.0,60.0
Did not vote,48.0,2020,15.0,60.0,50.0,15.0
Did not vote,26.0,2020,50.0,50.0,70.0,50.0
Republican,26.0,2020,85.0,97.0,97.0,97.0
Republican,55.0,2020,60.0,60.0,50.0,50.0
Democrat,42.0,2020,70.0,50.0,70.0,70.0
Did not vote,48.0,2020,60.0,70.0,60.0,85.0
Democrat,36.0,2020,70.0,40.0,97.0,85.0
Did not vote,34.0,2020,99.0,99.0,99.0,99.0
Did not vote,17.0,2020,99.0,99.0,99.0,99.0
Democrat,39.0,2020,0.0,97.0,50.0,40.0
Republican,21.0,2020,60.0,85.0,85.0,40.0
Republican,48.0,2020,99.0,99.0,99.0,30.0
Democrat,23.0,2020,80.0,40.0,70.0,60.0
Democrat,24.0,2020,85.0,15.0,50.0,60.0
Republican,51.0,2020,40.0,99.0,50.0,50.0
Republican,4.0,2020,0.0,50.0,50.0,0.0
Democrat,26.0,2020,97.0,25.0,97.0,97.0
Did not vote,12.0,2020,50.0,50.0,50.0,50.0
Democrat,8.0,2020,85.0,15.0,85.0,60.0
Did not vote,25.0,2020,99.0,99.0,99.0,99.0
Democrat,42.0,2020,40.0,15.0,50.0,85.0
Did not vote,37.0,2020,15.0,50.0,70.0,50.0
Democrat,36.0,2020,50.0,40.0,85.0,70.0
Democrat,49.0,2020,70.0,55.0,90.0,80.0
Republican,13.0,2020,30.0,97.0,60.0,50.0
Republican,24.0,2020,0.0,70.0,50.0,30.0
Democrat,26.0,2020,80.0,15.0,95.0,80.0
Democrat,24.0,2020,50.0,60.0,70.0,60.0
Did not vote,12.0,2020,15.0,50.0,50.0,15.0
Democrat,25.0,2020,85.0,30.0,97.0,60.0
Republican,54.0,2020,50.0,85.0,30.0,40.0
Did not vote,51.0,2020,85.0,85.0,85.0,85.0
Did not vote,29.0,2020,99.0,99.0,99.0,99.0
Democrat,41.0,2020,85.0,0.0,97.0,97.0
Democrat,42.0,2020,63.0,30.0,55.0,75.0
Democrat,26.0,2020,50.0,50.0,85.0,85.0
Did not vote,25.0,2020,15.0,0.0,50.0,50.0
Democrat,12.0,2020,60.0,50.0,70.0,70.0
Republican,29.0,2020,85.0,85.0,97.0,50.0
Republican,48.0,2020,0.0,70.0,50.0,0.0
Did not vote,39.0,2020,85.0,85.0,97.0,85.0
Republican,48.0,2020,15.0,85.0,50.0,50.0
Democrat,20.0,2020,60.0,30.0,70.0,40.0
Democrat,42.0,2020,70.0,85.0,85.0,85.0
Democrat,41.0,2020,70.0,55.0,70.0,70.0
Republican,28.0,2020,15.0,85.0,15.0,15.0
Major Third Party,28.0,2020,85.0,60.0,90.0,90.0
Democrat,47.0,2020,70.0,70.0,85.0,60.0
Republican,26.0,2020,60.0,70.0,50.0,60.0
Republican,48.0,2020,15.0,95.0,75.0,70.0
Republican,17.0,2020,30.0,70.0,70.0,30.0
Republican,40.0,2020,40.0,85.0,85.0,60.0
Did not vote,40.0,2020,40.0,60.0,50.0,50.0
Major Third Party,29.0,2020,30.0,40.0,97.0,85.0
Did not vote,36.0,2020,85.0,98.0,85.0,60.0
Republican,48.0,2020,70.0,85.0,50.0,70.0
Democrat,48.0,2020,15.0,85.0,30.0,60.0
Major Third Party,4.0,2020,30.0,85.0,50.0,60.0
Democrat,21.0,2020,70.0,50.0,97.0,97.0
Democrat,21.0,2020,60.0,30.0,60.0,40.0
Republican,19.0,2020,40.0,97.0,50.0,50.0
Did not vote,17.0,2020,99.0,99.0,99.0,99.0
Republican,13.0,2020,15.0,85.0,15.0,40.0
Democrat,8.0,2020,40.0,50.0,97.0,85.0
Republican,53.0,2020,30.0,97.0,85.0,85.0
Did not vote,12.0,2020,99.0,99.0,99.0,99.0
Democrat,37.0,2020,70.0,40.0,50.0,60.0
Democrat,40.0,2020,70.0,50.0,85.0,85.0
Did not vote,32.0,2020,0.0,40.0,0.0,0.0
Republican,8.0,2020,50.0,50.0,97.0,70.0
Democrat,36.0,2020,50.0,50.0,50.0,50.0
Republican,48.0,2020,15.0,50.0,50.0,50.0
Democrat,34.0,2020,99.0,0.0,0.0,0.0
Did not vote,48.0,2020,0.0,97.0,0.0,0.0
Democrat,44.0,2020,50.0,50.0,50.0,60.0
Republican,48.0,2020,0.0,75.0,97.0,0.0
Democrat,17.0,2020,60.0,15.0,97.0,40.0
Did not vote,12.0,2020,70.0,40.0,50.0,70.0
Did not vote,39.0,2020,99.0,99.0,99.0,99.0
Did not vote,48.0,2020,70.0,70.0,85.0,60.0
Democrat,25.0,2020,97.0,70.0,97.0,97.0
Democrat,9.0,2020,50.0,15.0,85.0,50.0
Did not vote,5.0,2020,99.0,70.0,0.0,40.0
Republican,27.0,2020,40.0,97.0,85.0,30.0
Democrat,13.0,2020,97.0,0.0,97.0,70.0
Did not vote,55.0,2020,99.0,99.0,0.0,99.0
Did not vote,6.0,2020,99.0,99.0,99.0,99.0
Democrat,37.0,2020,50.0,50.0,80.0,50.0
Did not vote,1.0,2020,99.0,99.0,99.0,99.0
Did not vote,36.0,2020,99.0,99.0,40.0,99.0
Democrat,12.0,2020,85.0,15.0,97.0,97.0
Republican,48.0,2020,97.0,97.0,97.0,0.0
Republican,26.0,2020,15.0,70.0,85.0,30.0
Did not vote,8.0,2020,99.0,99.0,99.0,99.0
Did not vote,42.0,2020,50.0,50.0,50.0,50.0
Republican,36.0,2020,25.0,70.0,60.0,40.0
Did not vote,51.0,2020,99.0,99.0,99.0,99.0
Republican,34.0,2020,50.0,50.0,50.0,50.0
Did not vote,13.0,2020,50.0,50.0,85.0,50.0
Democrat,48.0,2020,50.0,0.0,50.0,50.0
Democrat,27.0,2020,70.0,0.0,85.0,70.0
Democrat,24.0,2020,60.0,40.0,0.0,0.0
Republican,49.0,2020,30.0,85.0,80.0,30.0
Republican,21.0,2020,40.0,85.0,85.0,50.0
Did not vote,17.0,2020,50.0,50.0,97.0,97.0
Democrat,42.0,2020,50.0,50.0,30.0,85.0
Democrat,49.0,2020,90.0,30.0,80.0,80.0
Did not vote,6.0,2020,0.0,0.0,50.0,40.0
Democrat,9.0,2020,40.0,15.0,80.0,70.0
Democrat,17.0,2020,60.0,60.0,50.0,60.0
Did not vote,4.0,2020,99.0,99.0,99.0,99.0
Did not vote,25.0,2020,99.0,99.0,99.0,99.0
Republican,18.0,2020,30.0,70.0,60.0,50.0
Republican,55.0,2020,15.0,70.0,50.0,30.0
Democrat,26.0,2020,85.0,40.0,85.0,85.0
Did not vote,39.0,2020,50.0,50.0,50.0,50.0
Did not vote,17.0,2020,50.0,50.0,50.0,40.0
Did not vote,48.0,2020,50.0,50.0,50.0,75.0
Democrat,24.0,2020,60.0,40.0,60.0,60.0
Democrat,49.0,2020,97.0,40.0,97.0,85.0
Democrat,39.0,2020,85.0,0.0,97.0,97.0
Did not vote,12.0,2020,0.0,97.0,50.0,50.0
Did not vote,5.0,2020,40.0,40.0,30.0,40.0
Did not vote,39.0,2020,99.0,99.0,99.0,99.0
Democrat,6.0,2020,85.0,30.0,85.0,97.0
Democrat,6.0,2020,70.0,15.0,97.0,95.0
Republican,27.0,2020,30.0,70.0,60.0,85.0
Democrat,49.0,2020,51.0,40.0,60.0,20.0
Did not vote,6.0,2020,99.0,99.0,99.0,99.0
Democrat,35.0,2020,97.0,10.0,97.0,97.0
Democrat,26.0,2020,97.0,0.0,97.0,97.0
Republican,34.0,2020,50.0,50.0,97.0,60.0
Democrat,25.0,2020,50.0,50.0,60.0,70.0
Republican,2.0,2020,40.0,85.0,50.0,50.0
Democrat,26.0,2020,50.0,97.0,50.0,70.0
Did not vote,24.0,2020,99.0,99.0,99.0,99.0
Republican,21.0,2020,20.0,80.0,97.0,60.0
Democrat,12.0,2020,70.0,30.0,70.0,85.0
Did not vote,39.0,2020,60.0,50.0,50.0,30.0
Democrat,17.0,2020,60.0,40.0,80.0,40.0
Democrat,12.0,2020,50.0,50.0,50.0,50.0
Democrat,22.0,2020,50.0,50.0,15.0,50.0
Did not vote,45.0,2020,99.0,99.0,99.0,99.0
Republican,27.0,2020,0.0,85.0,50.0,15.0
Republican,41.0,2020,60.0,60.0,50.0,40.0
Republican,34.0,2020,40.0,85.0,97.0,50.0
Democrat,27.0,2020,30.0,60.0,85.0,60.0
Republican,55.0,2020,0.0,85.0,0.0,0.0
Democrat,25.0,2016,70.0,70.0,85.0,60.0
Republican,51.0,2016,49.0,53.0,50.0,48.0
Did not vote,48.0,2016,70.0,85.0,40.0,70.0
Democrat,34.0,2016,50.0,50.0,85.0,50.0
Republican,54.0,2016,30.0,50.0,0.0,40.0
Did not vote,48.0,2016,50.0,50.0,50.0,50.0
Republican,48.0,2016,61.0,86.0,15.0,41.0
Did not vote,48.0,2016,99.0,99.0,99.0,99.0
Republican,26.0,2016,50.0,70.0,50.0,70.0
Republican,32.0,2016,15.0,85.0,40.0,40.0
Did not vote,42.0,2016,50.0,50.0,85.0,50.0
Major Third Party,26.0,2016,50.0,50.0,50.0,50.0
Republican,39.0,2016,16.0,83.0,54.0,53.0
Republican,6.0,2016,85.0,70.0,97.0,85.0
Republican,24.0,2016,30.0,70.0,40.0,15.0
Did not vote,53.0,2016,99.0,99.0,99.0,99.0
Republican,39.0,2016,40.0,65.0,80.0,75.0
Major Third Party,21.0,2016,75.0,39.0,86.0,90.0
Democrat,6.0,2016,50.0,0.0,0.0,50.0
Republican,39.0,2016,0.0,0.0,50.0,50.0
Did not vote,26.0,2016,17.0,97.0,69.0,31.0
Did not vote,30.0,2016,99.0,99.0,99.0,99.0
Major Third Party,50.0,2016,70.0,15.0,85.0,60.0
Did not vote,12.0,2016,99.0,99.0,99.0,99.0
Republican,37.0,2016,31.0,69.0,60.0,32.0
Did not vote,35.0,2016,99.0,99.0,99.0,99.0
Did not vote,35.0,2016,99.0,99.0,99.0,99.0
Democrat,21.0,2016,83.0,58.0,52.0,89.0
Republican,24.0,2016,50.0,70.0,61.0,60.0
Democrat,37.0,2016,40.0,85.0,97.0,15.0
Republican,26.0,2016,60.0,60.0,50.0,70.0
Democrat,34.0,2016,70.0,64.0,97.0,96.0
Major Third Party,56.0,2016,45.0,67.0,89.0,40.0
Did not vote,37.0,2016,50.0,50.0,50.0,70.0
Democrat,6.0,2016,55.0,47.0,97.0,78.0
Republican,48.0,2016,15.0,15.0,50.0,0.0
Republican,24.0,2016,1.0,70.0,51.0,1.0
Democrat,29.0,2016,85.0,42.0,97.0,97.0
Democrat,32.0,2016,70.0,35.0,97.0,65.0
Republican,53.0,2016,3.0,85.0,52.0,18.0
Republican,48.0,2016,17.0,82.0,70.0,60.0
Did not vote,56.0,2016,99.0,99.0,99.0,99.0
Republican,16.0,2016,5.0,90.0,40.0,50.0
Democrat,42.0,2016,15.0,60.0,50.0,70.0
Republican,8.0,2016,30.0,86.0,85.0,85.0
Did not vote,13.0,2016,99.0,99.0,0.0,0.0
